;Hora Salida;Hora llegada;Duración;Escalas;Ciudad salida escala;Hora salida escala;Ciudad llegada escala;Hora llegada escala;Duración parada;Ciudad salida escala 2;Hora salida escala 2;Ciudad llegada escala 2;Hora llegada escala 2;Tarifa A la carta;Tarifa Combo+;Tarifa Combo++;Moneda
0;09:15;11:33;2h 18m ; Vuelo directo;;;;;;;;;;0;0;0;0
